  Ls Hgt   Lat  TA0K   TA1K  Tp1  TA2K  Tp2  Pa0Nm2     PA1% Pp1Hr   PA2% Pp2Hr  DA0kgm3    DA1% Dp1Hr   DA2% Dp2Hr
  90 180  42.5 193.48 50.37 13.3 10.66 22.8 3.204E-07 133.24  13.0  41.82  11.1 7.152E-12 116.71  12.2  41.07  11.1
  90 185  42.5 193.63 50.37 13.3 10.66 22.8 2.250E-07 133.24  13.0  41.82  11.1 4.817E-12 116.71  12.2  41.07  11.1
  90 190  42.5 193.74 50.37 13.3 10.66 22.8 1.601E-07 133.24  13.0  41.82  11.1 3.281E-12 116.71  12.2  41.07  11.1
  90 195  42.5 193.81 50.37 13.3 10.66 22.8 1.156E-07 133.24  13.0  41.82  11.1 2.263E-12 116.71  12.2  41.07  11.1
  90 200  42.5 193.85 50.37 13.3 10.66 22.8 8.535E-08 133.24  13.0  41.82  11.1 1.592E-12 116.71  12.2  41.07  11.1
  90 205  42.5 193.88 50.37 13.3 10.66 22.8 6.353E-08 133.24  13.0  41.82  11.1 1.129E-12 116.71  12.2  41.07  11.1
  90 210  42.5 193.90 50.37 13.3 10.66 22.8 4.833E-08 133.24  13.0  41.82  11.1 8.182E-13 116.71  12.2  41.07  11.1
  90 215  42.5 193.91 50.37 13.3 10.66 22.8 3.705E-08 133.24  13.0  41.82  11.1 5.983E-13 116.71  12.2  41.07  11.1
  90 220  42.5 193.92 50.37 13.3 10.66 22.8 2.886E-08 133.24  13.0  41.82  11.1 4.454E-13 116.71  12.2  41.07  11.1
  90 225  42.5 193.93 50.37 13.3 10.66 22.8 2.265E-08 133.24  13.0  41.82  11.1 3.342E-13 116.71  12.2  41.07  11.1
  90 230  42.5 193.93 50.37 13.3 10.66 22.8 1.803E-08 133.24  13.0  41.82  11.1 2.548E-13 116.71  12.2  41.07  11.1
  90 235  42.5 193.93 50.37 13.3 10.66 22.8 1.451E-08 133.24  13.0  41.82  11.1 1.963E-13 116.71  12.2  41.07  11.1
  90 240  42.5 193.93 50.37 13.3 10.66 22.8 1.190E-08 133.24  13.0  41.82  11.1 1.542E-13 116.71  12.2  41.07  11.1
  90  80  47.5 141.36 15.67 14.5  4.07 22.0 2.624E-02   7.36  30.7   3.29  22.3 9.806E-07  13.84  29.7   1.12  22.0
  90  85  47.5 136.22 15.41 14.5  4.02 22.0 1.357E-02   6.77  10.0   4.68  22.2 5.261E-07   7.08  29.7   2.38  22.0
  90  90  47.5 130.46 12.55 14.0  3.05 22.4 6.841E-03  10.41  12.2   6.22  22.1 2.762E-07   6.15  11.4   5.50  21.8
  90  95  47.5 125.86  9.65 13.3  1.99 11.9 3.343E-03  19.46  13.1   8.76  22.1 1.396E-07  12.94  13.0   8.07  21.8
  90 100  47.5 122.99  8.14 12.4  2.84 13.1 1.600E-03  23.31  13.2   9.36  22.2 6.835E-08  18.66  13.1   9.01  21.9
  90 105  47.5 122.08  8.37 11.6  3.34 13.0 7.585E-04  29.62  13.0   9.70  22.5 3.266E-08  23.19  13.0   8.51  22.3
  90 110  47.5 124.49 10.31 11.3  4.12 11.7 3.598E-04  32.35  12.8   9.94  22.7 1.527E-08  26.98  12.7   7.76  22.9
  90 115  47.5 132.46 13.68 11.9  6.75 22.8 1.763E-04  38.49  12.4  11.91  23.0 7.105E-09  30.32  12.2   8.19  11.2
  90 120  47.5 144.30 18.44 12.7  8.83 22.5 9.136E-05  43.05  12.4  14.03  11.0 3.413E-09  34.14  11.9   9.82  11.2
  90 125  47.5 156.71 24.01 13.2  9.49 22.6 5.008E-05  48.79  12.4  16.70  11.1 1.729E-09  38.75  11.8  12.02  23.0
  90 130  47.5 167.59 29.33 13.5  9.62 22.8 2.883E-05  55.75  12.5  19.64  11.1 9.281E-10  44.11  11.8  14.41  22.9
  90 135  47.5 176.17 33.80 13.6  9.72 23.0 1.721E-05  63.77  12.7  22.62  11.2 5.231E-10  50.17  12.0  16.76  22.9
  90 140  47.5 182.52 37.33 13.7  9.95 11.1 1.057E-05  72.32  12.8  25.39  11.2 3.061E-10  56.89  12.1  19.00  11.0
  90 145  47.5 187.09 40.06 13.8 10.27 11.2 6.624E-06  81.56  12.9  28.09  11.2 1.843E-10  64.10  12.3  21.17  11.1
  90 150  47.5 190.31 42.13 13.8 10.58 11.2 4.216E-06  90.98  13.0  30.66  11.2 1.135E-10  71.76  12.4  23.39  11.2
  90 155  47.5 192.55 43.65 13.8 10.83 11.3 2.723E-06 100.04  13.1  33.03  11.2 7.105E-11  79.87  12.4  25.73  11.2
  90 160  47.5 194.08 44.76 13.8 11.06 11.3 1.781E-06 109.13  13.2  35.41  11.2 4.511E-11  88.29  12.5  28.20  11.2
  90 165  47.5 195.10 45.54 13.8 11.25 11.3 1.179E-06 117.56  13.2  37.66  11.2 2.899E-11  97.04  12.5  30.87  11.2
  90 170  47.5 195.78 46.10 13.8 11.41 11.3 7.895E-07 125.00  13.3  39.75  11.2 1.883E-11 105.99  12.5  33.77  11.2
  90 175  47.5 196.20 46.48 13.8 11.53 11.3 5.374E-07 125.00  13.3  39.75  11.2 1.240E-11 114.75  12.4  36.90  11.1
  90 180  47.5 196.48 46.74 13.8 11.63 11.3 3.713E-07 131.18  13.3  41.63  11.1 8.259E-12 123.34  12.4  40.27  11.0
  90 185  47.5 196.68 46.74 13.8 11.63 11.3 2.600E-07 131.18  13.3  41.63  11.1 5.562E-12 123.34  12.4  40.27  11.0
  90 190  47.5 196.81 46.74 13.8 11.63 11.3 1.845E-07 131.18  13.3  41.63  11.1 3.786E-12 123.34  12.4  40.27  11.0
  90 195  47.5 196.88 46.74 13.8 11.63 11.3 1.338E-07 131.18  13.3  41.63  11.1 2.627E-12 123.34  12.4  40.27  11.0
  90 200  47.5 196.94 46.74 13.8 11.63 11.3 9.813E-08 131.18  13.3  41.63  11.1 1.840E-12 123.34  12.4  40.27  11.0
  90 205  47.5 196.98 46.74 13.8 11.63 11.3 7.310E-08 131.18  13.3  41.63  11.1 1.308E-12 123.34  12.4  40.27  11.0
  90 210  47.5 197.01 46.74 13.8 11.63 11.3 5.538E-08 131.18  13.3  41.63  11.1 9.459E-13 123.34  12.4  40.27  11.0
  90 215  47.5 197.02 46.74 13.8 11.63 11.3 4.230E-08 131.18  13.3  41.63  11.1 6.895E-13 123.34  12.4  40.27  11.0
  90 220  47.5 197.03 46.74 13.8 11.63 11.3 3.293E-08 131.18  13.3  41.63  11.1 5.131E-13 123.34  12.4  40.27  11.0
  90 225  47.5 197.04 46.74 13.8 11.63 11.3 2.574E-08 131.18  13.3  41.63  11.1 3.836E-13 123.34  12.4  40.27  11.0
  90 230  47.5 197.04 46.74 13.8 11.63 11.3 2.046E-08 131.18  13.3  41.63  11.1 2.920E-13 123.34  12.4  40.27  11.0
  90 235  47.5 197.04 46.74 13.8 11.63 11.3 1.634E-08 131.18  13.3  41.63  11.1 2.234E-13 123.34  12.4  40.27  11.0
  90 240  47.5 197.04 46.74 13.8 11.63 11.3 1.318E-08 131.18  13.3  41.63  11.1 1.727E-13 123.34  12.4  40.27  11.0
  90  80  52.5 142.01 16.54 14.5  4.76 22.0 2.772E-02   6.44  31.7   2.11  22.7 1.032E-06  13.30  30.1   2.37  12.3
  90  85  52.5 137.10 16.01 14.5  5.19 22.0 1.439E-02   7.74  11.1   3.70  22.2 5.547E-07   6.18  30.1   1.16  12.3
  90  90  52.5 131.47 12.81 14.0  4.09 22.4 7.280E-03  12.34  12.6   5.70  22.1 2.920E-07   7.11  12.1   4.53  21.6
  90  95  52.5 126.97  9.65 13.2  2.55 11.9 3.581E-03  21.63  13.3   8.87  22.1 1.483E-07  14.43  13.2   7.91  21.7
  90 100  52.5 124.37  7.91 12.3  2.94 13.3 1.726E-03  25.36  13.2   9.51  22.2 7.289E-08  20.30  13.2   9.40  22.0
  90 105  52.5 123.51  7.73 11.5  2.95 13.4 8.247E-04  31.26  13.0   9.45  22.5 3.506E-08  24.93  13.0   9.10  22.5
  90 110  52.5 125.98  9.01 11.0  2.38 11.8 3.950E-04  33.74  12.9   9.30  22.7 1.652E-08  28.94  12.7   8.57  11.1
  90 115  52.5 133.45 11.58 11.5  5.03 22.3 1.942E-04  38.61  12.5   9.91  22.9 7.720E-09  32.13  12.4   8.42  11.4
  90 120  52.5 145.31 15.54 12.4  7.53 22.2 1.013E-04  42.39  12.4  11.30  22.9 3.727E-09  35.12  12.0   8.68  11.3
  90 125  52.5 157.82 20.32 13.1  8.56 22.3 5.585E-05  47.24  12.5  13.33  22.9 1.896E-09  38.71  11.9   9.63  23.0
  90 130  52.5 168.98 24.99 13.5  8.88 22.6 3.229E-05  53.33  12.6  15.79  22.9 1.021E-09  43.05  11.9  11.26  22.8
  90 135  52.5 178.02 29.00 13.7  9.18 23.0 1.938E-05  60.12  12.7  18.32  11.0 5.773E-10  48.07  12.0  13.14  22.7
  90 140  52.5 184.93 32.22 13.9  9.62 11.2 1.195E-05  67.67  12.9  20.88  11.1 3.389E-10  53.58  12.2  14.99  22.9
  90 145  52.5 190.03 34.75 14.0 10.12 11.4 7.526E-06  75.53  13.0  23.38  11.2 2.049E-10  59.49  12.4  16.80  11.0
  90 150  52.5 193.72 36.64 14.0 10.54 11.5 4.817E-06  83.49  13.1  25.81  11.2 1.267E-10  65.84  12.5  18.67  11.1
  90 155  52.5 196.36 38.00 14.1 10.87 11.6 3.127E-06  91.10  13.2  28.12  11.2 7.969E-11  72.58  12.6  20.59  11.2
  90 160  52.5 198.19 39.01 14.1 11.15 11.6 2.056E-06  98.85  13.3  30.52  11.2 5.086E-11  79.55  12.6  22.51  11.3
  90 165  52.5 199.41 39.74 14.1 11.38 11.6 1.367E-06  98.85  13.3  30.52  11.2 3.288E-11  86.66  12.7  24.47  11.3
  90 170  52.5 200.18 40.25 14.1 11.56 11.6 9.231E-07 105.71  13.4  32.74  11.3 2.153E-11  93.70  12.7  26.49  11.3
  90 175  52.5 200.72 40.59 14.1 11.69 11.6 6.306E-07 112.04  13.4  34.93  11.2 1.425E-11 100.77  12.6  28.67  11.2
  90 180  52.5 201.10 40.83 14.1 11.79 11.6 4.361E-07 116.98  13.4  36.86  11.2 9.522E-12 107.88  12.6  31.05  11.1
  90 185  52.5 201.35 40.98 14.1 11.86 11.6 3.056E-07 116.98  13.4  36.86  11.2 6.430E-12 114.92  12.5  33.71  11.0
  90 190  52.5 201.50 40.98 14.1 11.86 11.6 2.183E-07 116.98  13.4  36.86  11.2 4.412E-12 114.92  12.5  33.71  11.0
  90 195  52.5 201.61 40.98 14.1 11.86 11.6 1.578E-07 116.98  13.4  36.86  11.2 3.058E-12 114.92  12.5  33.71  11.0
  90 200  52.5 201.69 40.98 14.1 11.86 11.6 1.156E-07 116.98  13.4  36.86  11.2 2.144E-12 114.92  12.5  33.71  11.0
  90 205  52.5 201.74 40.98 14.1 11.86 11.6 8.638E-08 116.98  13.4  36.86  11.2 1.531E-12 114.92  12.5  33.71  11.0
  90 210  52.5 201.77 40.98 14.1 11.86 11.6 6.495E-08 116.98  13.4  36.86  11.2 1.100E-12 114.92  12.5  33.71  11.0
  90 215  52.5 201.79 40.98 14.1 11.86 11.6 4.994E-08 116.98  13.4  36.86  11.2 8.078E-13 114.92  12.5  33.71  11.0
  90 220  52.5 201.81 40.98 14.1 11.86 11.6 3.855E-08 116.98  13.4  36.86  11.2 5.961E-13 114.92  12.5  33.71  11.0
  90 225  52.5 201.82 40.98 14.1 11.86 11.6 3.033E-08 116.98  13.4  36.86  11.2 4.489E-13 114.92  12.5  33.71  11.0
  90 230  52.5 201.83 40.98 14.1 11.86 11.6 2.391E-08 116.98  13.4  36.86  11.2 3.388E-13 114.92  12.5  33.71  11.0
  90 235  52.5 201.83 40.98 14.1 11.86 11.6 1.919E-08 116.98  13.4  36.86  11.2 2.609E-13 114.92  12.5  33.71  11.0
  90 240  52.5 201.83 40.98 14.1 11.86 11.6 1.541E-08 116.98  13.4  36.86  11.2 2.009E-13 114.92  12.5  33.71  11.0
  90  80  57.5 142.28 17.19 14.6  5.15 21.9 2.960E-02   7.48  29.7   1.27  14.1 1.100E-06  12.27  30.7   3.78  15.7
  90  85  57.5 137.43 16.26 14.6  6.26 21.9 1.538E-02   8.98  12.2   2.90  22.1 5.922E-07   5.02  30.7   1.07  15.7
  90  90  57.5 131.83 12.74 14.1  5.08 22.5 7.790E-03  14.23  13.1   5.33  22.0 3.118E-07   8.16  12.8   3.75  21.3
  90  95  57.5 127.39  9.29 13.4  2.99 11.8 3.843E-03  23.55  13.6   8.98  22.1 1.586E-07  15.72  13.6   7.74  21.7
  90 100  57.5 125.11  7.19 12.6  2.83 13.5 1.858E-03  27.07  13.5   9.56  22.2 7.792E-08  21.62  13.6   9.56  22.1
  90 105  57.5 124.31  6.42 11.8  2.65 14.0 8.919E-04  29.93  13.5   9.51  22.4 3.760E-08  26.18  13.4   9.61  22.6
  90 110  57.5 126.72  7.13 10.8  1.29 13.4 4.293E-04  34.09  13.2   8.53  22.6 1.779E-08  29.99  13.2   9.31  11.2
  90 115  57.5 134.15  9.31 10.7  3.03 21.4 2.121E-04  35.46  13.1   7.99  22.7 8.331E-09  32.60  12.9   9.01  11.7
  90 120  57.5 146.17 12.44 11.5  5.61 21.6 1.105E-04  39.63  12.7   8.42  22.5 4.010E-09  34.36  12.6   8.18  11.6
  90 125  57.5 159.32 16.17 12.4  6.82 21.9 6.122E-05  43.32  12.6   9.66  22.5 2.039E-09  36.54  12.3   7.52  11.3
  90 130  57.5 171.19 19.97 13.1  7.26 22.3 3.563E-05  48.11  12.7  11.31  22.5 1.099E-09  39.65  12.2   7.77  22.9
  90 135  57.5 180.96 23.38 13.6  7.68 22.8 2.153E-05  53.81  12.8  13.16  22.7 6.238E-10  43.57  12.2   8.78  22.7
  90 140  57.5 188.58 26.22 13.9  8.25 11.2 1.338E-05  60.01  12.9  15.08  22.8 3.682E-10  47.95  12.3  10.06  22.7
  90 145  57.5 194.31 28.47 14.0  8.89 11.4 8.486E-06  66.15  13.0  16.98  22.9 2.239E-10  52.64  12.4  11.41  22.9
  90 150  57.5 198.55 30.10 14.2  9.41 11.6 5.479E-06  72.51  13.1  18.97  11.0 1.394E-10  57.72  12.6  12.84  11.0
  90 155  57.5 201.64 31.28 14.2  9.84 11.7 3.585E-06  78.64  13.2  20.99  11.1 8.838E-11  63.06  12.7  14.29  11.1
  90 160  57.5 203.67 32.17 14.3 10.20 11.7 2.381E-06  78.64  13.2  20.99  11.1 5.701E-11  68.30  12.7  15.67  11.2
  90 165  57.5 205.10 32.82 14.3 10.48 11.7 1.600E-06  84.61  13.3  23.08  11.1 3.723E-11  73.59  12.8  17.06  11.2
  90 170  57.5 206.10 33.26 14.3 10.70 11.8 1.087E-06  90.08  13.4  25.17  11.2 2.456E-11  78.97  12.8  18.50  11.2
  90 175  57.5 206.80 33.56 14.3 10.86 11.8 7.460E-07  94.73  13.4  27.18  11.2 1.636E-11  84.41  12.8  20.05  11.2
  90 180  57.5 207.26 33.76 14.3 10.99 11.8 5.190E-07  94.73  13.4  27.18  11.2 1.101E-11  89.71  12.7  21.68  11.1
  90 185  57.5 207.55 33.89 14.3 11.07 11.8 3.667E-07  98.68  13.5  29.15  11.2 7.505E-12  94.64  12.7  23.44  11.0
  90 190  57.5 207.77 33.98 14.3 11.14 11.8 2.620E-07 101.69  13.5  31.01  11.1 5.163E-12  99.48  12.6  25.49  22.9
  90 195  57.5 207.92 33.98 14.3 11.14 11.8 1.895E-07 101.69  13.5  31.01  11.1 3.589E-12  99.48  12.6  25.49  22.9
  90 200  57.5 208.01 33.98 14.3 11.14 11.8 1.398E-07 101.69  13.5  31.01  11.1 2.536E-12  99.48  12.6  25.49  22.9
  90 205  57.5 208.08 33.98 14.3 11.14 11.8 1.039E-07 101.69  13.5  31.01  11.1 1.805E-12  99.48  12.6  25.49  22.9
  90 210  57.5 208.12 33.98 14.3 11.14 11.8 7.877E-08 101.69  13.5  31.01  11.1 1.308E-12  99.48  12.6  25.49  22.9
  90 215  57.5 208.15 33.98 14.3 11.14 11.8 6.024E-08 101.69  13.5  31.01  11.1 9.563E-13  99.48  12.6  25.49  22.9
  90 220  57.5 208.17 33.98 14.3 11.14 11.8 4.675E-08 101.69  13.5  31.01  11.1 7.099E-13  99.48  12.6  25.49  22.9
  90 225  57.5 208.18 33.98 14.3 11.14 11.8 3.661E-08 101.69  13.5  31.01  11.1 5.323E-13  99.48  12.6  25.49  22.9
  90 230  57.5 208.19 33.98 14.3 11.14 11.8 2.905E-08 101.69  13.5  31.01  11.1 4.050E-13  99.48  12.6  25.49  22.9
  90 235  57.5 208.19 33.98 14.3 11.14 11.8 2.316E-08 101.69  13.5  31.01  11.1 3.098E-13  99.48  12.6  25.49  22.9
  90 240  57.5 208.19 33.98 14.3 11.14 11.8 1.875E-08 101.69  13.5  31.01  11.1 2.409E-13  99.48  12.6  25.49  22.9
  90  80  62.5 142.15 17.57 14.8  5.21 21.8 3.142E-02   6.39  30.5   1.57  15.1 1.169E-06  11.58  31.7   4.61  16.6
  90  85  62.5 137.53 16.08 14.8  6.90 21.8 1.635E-02  10.62  12.7   2.33  21.2 6.286E-07   4.91  31.7   2.48  16.6
  90  90  62.5 132.11 12.27 14.5  5.71 22.5 8.281E-03  15.95  13.4   4.95  21.5 3.304E-07   9.46  13.1   3.49  20.5
  90  95  62.5 127.84  8.57 13.9  3.20 11.7 4.094E-03  20.79  13.7   7.22  21.7 1.681E-07  16.84  13.8   7.38  21.5
  90 100  62.5 125.60  6.09 13.5  2.59 13.5 1.986E-03  27.87  13.8   9.02  22.0 8.278E-08  22.51  13.8   9.14  22.0
  90 105  62.5 124.76  4.70 12.8  2.48 14.4 9.555E-04  30.30  13.8   8.82  22.2 4.006E-08  26.77  13.7   9.38  22.6
  90 110  62.5 126.67  4.55 10.7  1.51 15.2 4.608E-04  33.36  13.7   7.45  22.4 1.902E-08  30.26  13.7   9.18  11.1
  90 115  62.5 134.06  7.07 33.5  2.05 19.2 2.272E-04  33.74  13.6   6.48  22.4 8.896E-09  32.31  13.6   8.99  11.6
  90 120  62.5 146.65  9.98 10.1  3.84 20.1 1.180E-04  34.98  13.1   5.48  21.8 4.239E-09  32.80  13.3   7.78  11.8
  90 125  62.5 161.18 12.60 11.2  4.91 20.8 6.570E-05  37.16  12.9   6.03  21.5 2.144E-09  33.22  12.9   5.92  11.8
  90 130  62.5 174.39 15.21 12.2  5.38 21.3 3.854E-05  40.61  12.8   6.98  21.5 1.156E-09  34.71  12.6   4.36  11.5
  90 135  62.5 185.25 17.75 13.0  5.71 21.9 2.351E-05  44.89  12.8   8.02  21.6 6.592E-10  37.26  12.5   3.75  22.7
  90 140  62.5 193.71 19.97 13.5  6.13 22.4 1.476E-05  49.53  12.9   9.07  21.7 3.922E-10  40.44  12.4   4.51  21.7
  90 145  62.5 200.10 21.77 13.9  6.67 22.8 9.472E-06  54.20  13.0  10.17  21.9 2.408E-10  43.94  12.5   5.50  21.6
  90 150  62.5 204.70 23.08 14.1  7.17 11.0 6.192E-06  54.20  13.0  10.17  21.9 1.518E-10  47.64  12.6   6.42  21.8
  90 155  62.5 207.93 24.05 14.2  7.62 11.2 4.107E-06  58.96  13.1  11.42  22.1 9.762E-11  51.35  12.6   7.31  22.0
  90 160  62.5 210.27 24.79 14.3  8.00 11.3 2.756E-06  63.47  13.1  12.81  22.2 6.365E-11  55.08  12.7   8.24  22.1
  90 165  62.5 211.94 25.35 14.4  8.29 11.3 1.869E-06  67.82  13.2  14.38  22.4 4.198E-11  58.84  12.7   9.24  22.2
  90 170  62.5 213.10 25.74 14.4  8.52 11.4 1.280E-06  71.68  13.3  16.05  22.5 2.795E-11  62.68  12.7  10.32  22.3
  90 175  62.5 213.81 26.00 14.4  8.69 11.4 8.879E-07  71.68  13.3  16.05  22.5 1.883E-11  66.37  12.7  11.51  22.3
  90 180  62.5 214.30 26.17 14.4  8.82 11.4 6.233E-07  75.13  13.4  17.83  22.5 1.281E-11  69.94  12.7  12.83  22.2
  90 185  62.5 214.66 26.30 14.4  8.91 11.4 4.419E-07  77.97  13.4  19.67  22.6 8.787E-12  73.51  12.7  14.37  22.2
  90 190  62.5 214.89 26.38 14.5  8.98 11.4 3.170E-07  77.97  13.4  19.67  22.6 6.085E-12  76.90  12.7  16.08  22.1
  90 195  62.5 215.03 26.43 14.5  9.03 11.4 2.313E-07  79.85  13.4  21.44  22.6 4.270E-12  79.90  12.6  17.95  22.1
  90 200  62.5 215.14 26.47 14.5  9.06 11.5 1.702E-07  81.20  13.4  23.23  22.6 3.018E-12  82.97  12.5  20.12  22.0
  90 205  62.5 215.20 26.47 14.5  9.06 11.5 1.274E-07  81.20  13.4  23.23  22.6 2.165E-12  82.97  12.5  20.12  22.0
  90 210  62.5 215.25 26.47 14.5  9.06 11.5 9.640E-08  81.20  13.4  23.23  22.6 1.569E-12  82.97  12.5  20.12  22.0
  90 215  62.5 215.28 26.47 14.5  9.06 11.5 7.387E-08  81.20  13.4  23.23  22.6 1.150E-12  82.97  12.5  20.12  22.0
  90 220  62.5 215.30 26.47 14.5  9.06 11.5 5.739E-08  81.20  13.4  23.23  22.6 8.554E-13  82.97  12.5  20.12  22.0
  90 225  62.5 215.32 26.47 14.5  9.06 11.5 4.500E-08  81.20  13.4  23.23  22.6 6.425E-13  82.97  12.5  20.12  22.0
  90 230  62.5 215.33 26.47 14.5  9.06 11.5 3.570E-08  81.20  13.4  23.23  22.6 4.890E-13  82.97  12.5  20.12  22.0
  90 235  62.5 215.33 26.47 14.5  9.06 11.5 2.859E-08  81.20  13.4  23.23  22.6 3.765E-13  82.97  12.5  20.12  22.0
  90 240  62.5 215.34 26.47 14.5  9.06 11.5 2.303E-08  81.20  13.4  23.23  22.6 2.916E-13  82.97  12.5  20.12  22.0
  90  80  67.5 142.13 17.41 14.9  5.15 21.6 3.308E-02   6.07  31.5   3.14  15.6 1.230E-06  10.91  32.7   6.07  16.4
  90  85  67.5 138.05 15.20 14.9  7.08 21.6 1.725E-02  12.07  12.9   1.92  19.1 6.594E-07   5.53  32.7   4.54  16.4
  90  90  67.5 133.13 11.10 14.7  5.77 22.3 8.769E-03  16.94  13.5   3.52  20.7 3.463E-07  10.59  12.9   3.18  19.1
  90  95  67.5 129.01  7.44 14.4  3.03 11.4 4.360E-03  21.16  13.7   5.43  21.3 1.770E-07  17.23  13.7   5.43  21.0
  90 100  67.5 126.41  4.95 14.6  1.96 13.2 2.128E-03  26.93  13.9   6.90  21.7 8.802E-08  22.22  13.8   6.85  21.8
  90 105  67.5 125.17  3.36 14.6  1.84 14.6 1.028E-03  28.81  14.0   6.73  21.9 4.290E-08  25.74  13.9   7.15  22.4
  90 110  67.5 126.22  2.08 11.2  2.03 16.0 4.954E-04  30.70  14.0   5.49  22.0 2.050E-08  28.63  14.0   7.22  22.9
  90 115  67.5 133.30  5.09 31.9  3.16 17.5 2.439E-04  30.50  14.0   4.47  21.8 9.563E-09  30.34  14.1   7.26  11.5
  90 120  67.5 146.57  8.42 32.4  4.57 18.5 1.262E-04  29.69  13.8   3.51  21.2 4.510E-09  30.00  13.9   6.01  11.9
  90 125  67.5 162.80 10.28 33.5  5.42 19.2 7.005E-05  29.83  13.1   4.78  19.8 2.250E-09  28.97  13.6   3.81  12.5
  90 130  67.5 177.84 11.50 10.7  5.77 19.8 4.140E-05  31.74  12.9   6.18  19.6 1.210E-09  28.69  13.1   2.49  14.0
  90 135  67.5 190.14 12.74 11.8  5.87 20.4 2.552E-05  34.48  12.7   7.42  19.7 6.920E-10  29.63  12.8   2.88  19.9
  90 140  67.5 199.60 13.99 12.5  5.91 20.9 1.623E-05  37.68  12.7   8.47  19.8 4.150E-10  31.39  12.6   4.26  19.2
  90 145  67.5 206.28 15.10 13.1  6.02 21.3 1.058E-05  37.68  12.7   8.47  19.8 2.587E-10  33.45  12.5   5.54  19.2
  90 150  67.5 211.13 15.98 13.5  6.24 21.6 7.002E-06  40.97  12.7   9.37  20.0 1.653E-10  35.79  12.5   6.48  19.4
  90 155  67.5 214.67 16.67 13.7  6.45 21.8 4.695E-06  44.19  12.8  10.24  20.2 1.075E-10  38.22  12.5   7.28  19.6
  90 160  67.5 217.23 17.24 13.9  6.62 21.9 3.183E-06  47.19  12.8  11.15  20.4 7.082E-11  40.67  12.5   8.07  19.8
  90 165  67.5 219.04 17.69 14.0  6.75 22.0 2.179E-06  50.12  12.9  12.20  20.6 4.719E-11  43.17  12.5   8.87  20.0
  90 170  67.5 220.12 18.01 14.1  6.87 22.1 1.510E-06  50.12  12.9  12.20  20.6 3.186E-11  45.58  12.5   9.72  20.2
  90 175  67.5 220.89 18.23 14.1  6.96 22.1 1.056E-06  52.72  13.0  13.37  20.7 2.168E-11  48.03  12.5  10.70  20.3
  90 180  67.5 221.45 18.39 14.1  7.03 22.2 7.452E-07  54.90  13.0  14.65  20.9 1.486E-11  50.50  12.5  11.86  20.4
  90 185  67.5 221.79 18.49 14.2  7.07 22.2 5.321E-07  54.90  13.0  14.65  20.9 1.028E-11  52.92  12.5  13.20  20.5
  90 190  67.5 222.02 18.57 14.2  7.11 22.2 3.849E-07  56.71  13.1  16.06  21.0 7.187E-12  55.14  12.4  14.63  20.6
  90 195  67.5 222.19 18.62 14.2  7.13 22.2 2.806E-07  57.90  13.1  17.53  21.1 5.055E-12  57.47  12.4  16.31  20.7
  90 200  67.5 222.28 18.65 14.2  7.15 22.2 2.080E-07  57.90  13.1  17.53  21.1 3.602E-12  59.46  12.3  18.09  20.7
  90 205  67.5 222.36 18.67 14.2  7.16 22.2 1.558E-07  58.64  13.1  19.08  21.2 2.591E-12  61.36  12.3  19.94  20.8
  90 210  67.5 222.40 18.67 14.2  7.16 22.2 1.180E-07  58.64  13.1  19.08  21.2 1.880E-12  61.36  12.3  19.94  20.8
  90 215  67.5 222.43 18.67 14.2  7.16 22.2 9.078E-08  58.64  13.1  19.08  21.2 1.386E-12  61.36  12.3  19.94  20.8
  90 220  67.5 222.46 18.67 14.2  7.16 22.2 7.029E-08  58.64  13.1  19.08  21.2 1.027E-12  61.36  12.3  19.94  20.8
  90 225  67.5 222.47 18.67 14.2  7.16 22.2 5.537E-08  58.64  13.1  19.08  21.2 7.755E-13  61.36  12.3  19.94  20.8
  90 230  67.5 222.48 18.67 14.2  7.16 22.2 4.385E-08  58.64  13.1  19.08  21.2 5.886E-13  61.36  12.3  19.94  20.8
  90 235  67.5 222.48 18.67 14.2  7.16 22.2 3.518E-08  58.64  13.1  19.08  21.2 4.540E-13  61.36  12.3  19.94  20.8
  90 240  67.5 222.49 18.67 14.2  7.16 22.2 2.844E-08  58.64  13.1  19.08  21.2 3.534E-13  61.36  12.3  19.94  20.8
  90  80  72.5 142.40 16.33 15.0  4.65 21.4 3.384E-02   6.06  32.1   4.36  15.4 1.253E-06  10.19  33.3   6.76  16.1
  90  85  72.5 139.57 13.29 15.0  6.43 21.4 1.772E-02  12.19  12.8   2.09  17.2 6.680E-07   6.17  33.3   5.60  16.1
  90  90  72.5 135.18  9.03 14.9  5.02 22.1 9.096E-03  16.09  13.3   2.00  19.6 3.527E-07  10.89  12.7   2.91  17.7
  90  95  72.5 130.89  5.76 14.8  2.54 22.9 4.571E-03  19.29  13.6   3.21  20.8 1.826E-07  16.21  13.4   2.92  20.5
  90 100  72.5 127.66  3.74 15.5  1.20 12.1 2.252E-03  23.34  13.8   4.42  21.4 9.213E-08  20.03  13.6   4.02  21.6
  90 105  72.5 125.83  2.60 16.2   .70 15.1 1.093E-03  24.52  13.9   4.44  21.5 4.535E-08  22.45  13.8   4.46  22.2
  90 110  72.5 125.96   .85 14.6  1.84 16.6 5.278E-04  25.64  14.1   3.83  21.5 2.186E-08  24.45  14.0   4.97  22.6
